"HOME","AWAY","DRAW"
"PROB",0.756701815934339,0.061130541868199,0.182167642197462
"PROB",0.780010855848876,0.0498407572084094,0.170148386942715
"PROB",0.522026527237762,0.16835501424567,0.309618458516567
"PROB",0.608109533531798,0.102106381981456,0.289784084486746
"PROB",0.666545500059542,0.102303297130956,0.231151202809502
"PROB",0.777827274338473,0.0487382313605021,0.173434494301025
"PROB",0.691211826373474,0.0890625753949906,0.219725598231535
"PROB",0.564943195067555,0.128903970314197,0.306152834618248
"PROB",0.408706338552226,0.212651332410976,0.378642329036798
"PROB",0.504222642938917,0.209668089541981,0.286109267519102
"PROB",0.720043457418506,0.0590274403105943,0.2209291022709
"PROB",0.352614163574244,0.269950962936244,0.377434873489512
"PROB",0.401681263188774,0.308157592922281,0.290161143888945
"PROB",0.308659842249252,0.361539687293436,0.329800470457312
"PROB",0.569880804450662,0.182640158196063,0.247479037353275
"PROB",0.330658810106845,0.298683310332395,0.370657879560759
"PROB",0.23133212033549,0.443532576485037,0.325135303179473
"PROB",0.367249896048568,0.285161396861461,0.347588707089971
"PROB",0.211198596706767,0.421830507234612,0.366970896058621
"PROB",0.449590469308421,0.246329060826666,0.304080469864913
"PROB",0.673232412350197,0.0752225311862341,0.251545056463569
"PROB",0.310146959838106,0.300736099638729,0.389116940523165
"PROB",0.20827179967869,0.497317180293407,0.294411020027903
"PROB",0.459656680811107,0.242993043640536,0.297350275548357
"PROB",0.265945341330118,0.400911586144302,0.33314307252558
"PROB",0.244395832246738,0.417837562095856,0.337766605657406
"PROB",0.511938083650252,0.221501386769339,0.266560529580409
"PROB",0.198608709616491,0.479535576540992,0.321855713842517
"PROB",0.181103983802746,0.454211004049326,0.364685012147928
"PROB",0.463102944008473,0.19535356915382,0.341543486837707
"PROB",0.354871603097733,0.34604767377955,0.299080723122716
"PROB",0.681346872022145,0.10290557667574,0.215747551302115
"PROB",0.392177119742509,0.284599580493827,0.323223299763664
"PROB",0.698936186681507,0.104761447375217,0.196302365943276
"PROB",0.495238585349874,0.180616633671338,0.324144780978788
"PROB",0.53588333583905,0.19351285372946,0.27060381043149
"PROB",0.678940360681866,0.101183081375762,0.219876557942372
"PROB",0.485216280239734,0.201770701760844,0.313013017999422
"PROB",0.566090802286094,0.171711586094145,0.262197611619761
"PROB",0.370377659608515,0.210599516243174,0.419022824148311
"PROB",0.655656956030795,0.0990356295816586,0.245307414387547
"PROB",0.803263041143047,0.0251454766263481,0.171591482230605
"PROB",0.478773100491028,0.148283690049609,0.372943209459363
"PROB",0.40239361885188,0.264259140512219,0.333347240635901
"PROB",0.575174862869397,0.154043349097546,0.270781788033057
"PROB",0.426649392929886,0.216821196466571,0.356529410603543
"PROB",0.723836554882859,0.0781976898129061,0.197965755304235
"PROB",0.460468263614751,0.166118362780389,0.37341337360486
"PROB",0.507579481191815,0.153130800290069,0.339289718518116
"PROB",0.381387633383952,0.191589348859266,0.427023017756782
"PROB",0.679982184212944,0.0863359511694166,0.233681864617639
"PROB",0.590899462908253,0.139935538929647,0.269164998162101
"PROB",0.521124939649593,0.125399337960061,0.353475722390346
"PROB",0.58080207673579,0.132974752413769,0.286223170850441
"PROB",0.702599459002424,0.0702064028163137,0.227194138181262
"PROB",0.385434802295462,0.239902764539509,0.374662433165029
"PROB",0.606622060331592,0.11803696044179,0.275340979226618
"PROB",0.479947958220442,0.154426975405001,0.365625066374557
"PROB",0.338399020923173,0.235007267740928,0.426593711335899
"PROB",0.244910591409394,0.405049658275415,0.350039750315191
"PROB",0.735665285944983,0.0621892843690754,0.202145429685941
"PROB",0.223424369924254,0.508414361559017,0.26816126851673
"PROB",0.266984348399113,0.428324007546065,0.304691644054822
"PROB",0.376344029470779,0.287605637504952,0.336050333024269
"PROB",0.392220275005994,0.322748777600771,0.285030947393235
"PROB",0.552738558891555,0.186902603754534,0.26035883735391
"PROB",0.359005490422661,0.320801428602985,0.320193080974354
"PROB",0.42436905788461,0.292257129709706,0.283373812405684
"PROB",0.32524794523293,0.34435340492941,0.33039864983766
"PROB",0.266852602879224,0.252516274636772,0.480631122484004
"PROB",0.51322063895579,0.154524123344425,0.332255237699785
"PROB",0.682086719602991,0.0476264280458892,0.270286852351119
"PROB",0.5259008318759,0.151435388144016,0.322663779980085
"PROB",0.557137299079712,0.128796429685335,0.314066271234952
"PROB",0.336325624633036,0.260004231201553,0.403670144165411
"PROB",0.428604801529591,0.209174453583305,0.362220744887104
"PROB",0.264735643202999,0.320262444162972,0.415001912634028
"PROB",0.345593453833119,0.217839469829124,0.436567076337757
"PROB",0.232983334662906,0.299560542556145,0.46745612278095
"PROB",0.32146748170284,0.276547331677732,0.401985186619428
"PROB",0.596447890479617,0.142647470915364,0.260904638605019
"PROB",0.778540560536204,0.0372540658334091,0.184205373630387
"PROB",0.608793328673897,0.138620441054571,0.252586230271531
"PROB",0.643758822733675,0.114882371475674,0.241358805790651
"PROB",0.393544882953478,0.272001512941327,0.334453604105196
"PROB",0.406817989992645,0.223961971686012,0.369220038321343
"PROB",0.307672510063563,0.345274361340702,0.347053128595735
"PROB",0.412217413811091,0.228642517863822,0.359140068325087
"PROB",0.274810268531715,0.333881944196305,0.39130778727198
"PROB",0.393544265370882,0.163716643951225,0.442739090677894
"PROB",0.332439109020428,0.286972555686397,0.380588335293176
"PROB",0.604828686780262,0.103892885373724,0.291278427846014
"PROB",0.48631294291279,0.185909080073886,0.327777977013325
"PROB",0.350705024300906,0.235523770294141,0.413771205404953
"PROB",0.637173328385563,0.107017955645652,0.255808715968786
"PROB",0.422640695246494,0.154725579245215,0.422633725508291
"PROB",0.599646753390508,0.101497627608427,0.298855619001066
"PROB",0.421217961744687,0.173340570108274,0.405441468147039
"PROB",0.502060060776965,0.157408349292422,0.340531589930612
"PROB",0.215071288758163,0.385791611327197,0.39913709991464
"PROB",0.449620565645445,0.245350503391069,0.305028930963486
"PROB",0.489805326732706,0.209374483419932,0.300820189847362
"PROB",0.260652989468927,0.399538765757474,0.3398082447736
"PROB",0.326809406525211,0.286514174710911,0.386676418763878
"PROB",0.346717347822602,0.329793169302604,0.323489482874794
"PROB",0.193220025811779,0.477770124945579,0.329009849242641
"PROB",0.374423604638777,0.301878300608184,0.323698094753039
"PROB",0.284698672819543,0.338291227389009,0.377010099791449
"PROB",0.177422051485453,0.449958615876127,0.37261933263842
"PROB",0.720906124462992,0.0662299718336532,0.212863903703355
"PROB",0.84125713144114,0.015974582313556,0.142768286245304
"PROB",0.542385104757491,0.10931027933318,0.348304615909329
"PROB",0.482084702941398,0.195417922808669,0.322497374249934
"PROB",0.652224669273938,0.106343457784452,0.24143187294161
"PROB",0.532726411790377,0.146917087697791,0.320356500511832
"PROB",0.784432874490497,0.049544422207347,0.166022703302156
"PROB",0.640280464193918,0.102038352435512,0.25768118337057
"PROB",0.525569222486007,0.12260262730128,0.351828150212714
"PROB",0.576407130329111,0.110801897962648,0.312790971708241
"PROB",0.299173526776523,0.24668844569144,0.454138027532037
"PROB",0.321627088954986,0.319519710205771,0.358853200839243
"PROB",0.606760767554687,0.113803131999697,0.279436100445616
"PROB",0.345499393860248,0.263014659020866,0.391485947118887
"PROB",0.424541739890347,0.172396369498293,0.40306189061136
"PROB",0.473740098349188,0.193188590806208,0.333071310844604
"PROB",0.378162859028246,0.203187763385949,0.418649377585805
"PROB",0.602114671980975,0.111424643914547,0.286460684104478
"PROB",0.499783685881407,0.174234675392463,0.32598163872613
"PROB",0.385281109344232,0.20774601109199,0.406972879563779
"PROB",0.297952881629331,0.297831222323366,0.404215896047304
"PROB",0.401002718523769,0.219477235104664,0.379520046371566
"PROB",0.577278323379252,0.157249283669253,0.265472392951495
"PROB",0.613853920898956,0.131169234182904,0.25497684491814
"PROB",0.365073362853333,0.29602392305401,0.338902714092657
"PROB",0.430714272540276,0.206035422078484,0.363250305381241
"PROB",0.468385276948917,0.228134704474561,0.303480018576523
"PROB",0.28226987986882,0.371333778025035,0.346396342106145
"PROB",0.385103011631112,0.249099536836622,0.365797451532266
"PROB",0.253252647300751,0.356194565054702,0.390552787644546
"PROB",0.576947809483171,0.123801623590775,0.299250566926055
"PROB",0.736261597857667,0.0358372271836245,0.227901174958709
"PROB",0.589994848055769,0.120577589943282,0.289427562000948
"PROB",0.620008517075465,0.101269544190673,0.278721938733862
"PROB",0.498720151868247,0.184397060730963,0.31688278740079
"PROB",0.390253864390443,0.223543821303617,0.386202314305941
"PROB",0.390275690892797,0.183275634106297,0.426448675000905
"PROB",0.614927793440526,0.0994546988325884,0.285617507726886
"PROB",0.312320439905371,0.281576071277668,0.406103488816961
"PROB",0.273278108267928,0.267427561343693,0.459294330388379
"PROB",0.681294008664701,0.0669399552423648,0.251766036092934
"PROB",0.800991631316155,0.0179851924415842,0.181023176242261
"PROB",0.497971407955425,0.100715163638082,0.401313428406493
"PROB",0.617998596956185,0.10305609658303,0.278945306460785
"PROB",0.497287963145918,0.135523613054599,0.367188423799483
"PROB",0.752420298717675,0.0518624371151393,0.195717264167186
"PROB",0.53016564789624,0.0932611444734103,0.37657320763035
"PROB",0.483893310289023,0.11289392652225,0.403212763188727
"PROB",0.413340573453876,0.179667105519248,0.406992321026877
"PROB",0.533917862598226,0.103918581707861,0.362163555693913
